base_path	file_name	cluster_data_fn	cluster_method	num_clusters	analysis_success	silhouette_score
/sc/arion/projects/clemej05a/kevin/loclust/sean/jobs	job.7199.lsf.104432837.stdout	 L6_Vagococcus_trajs_loclust_k6_9pca.tsv	9pca	6	TRUE	0.6935172373966604
/sc/arion/projects/clemej05a/kevin/loclust/sean/jobs	job.7321.lsf.104432964.stdout	 L6_Planomicrobium_trajs_loclust_k8_3pca.tsv	3pca	8	TRUE	0.95
/sc/arion/projects/clemej05a/kevin/loclust/sean/jobs	job.333.lsf.104425375.stdout	 L6_Sphingobacterium_trajs_loclust_k9_7pca.tsv	7pca	9	TRUE	0.9166041375848595
/sc/arion/projects/clemej05a/kevin/loclust/sean/jobs	job.2931.lsf.104428057.stdout	 L6_Ochrobactrum_trajs_loclust_k5_5pca.tsv	5pca	5	TRUE	0.9313836930451711
/sc/arion/projects/clemej05a/kevin/loclust/sean/jobs	job.623.lsf.104425726.stdout	 L6_Blautia_trajs_loclust_k3_9pca.tsv	9pca	3	TRUE	0.21228150448297298
/sc/arion/projects/clemej05a/kevin/loclust/sean/jobs	job.6538.lsf.104432163.stdout	 L6_Halomonas_trajs_loclust_k8_4pca.tsv	4pca	8	TRUE	0.5109064499419329
/sc/arion/projects/clemej05a/kevin/loclust/sean/jobs	job.5915.lsf.104431423.stdout	 L6_Oxalobacter_trajs_loclust_k7_5pca.tsv	5pca	7	TRUE	0.95
/sc/arion/projects/clemej05a/kevin/loclust/sean/jobs	job.1035.lsf.104426144.stdout	 L6_Bacteroides_trajs_loclust_k6_5pca.tsv	5pca	6	TRUE	0.4153447861692626
/sc/arion/projects/clemej05a/kevin/loclust/sean/jobs	job.4978.lsf.104430366.stdout	 L6_Turicibacter_trajs_loclust_k9_4pca.tsv	4pca	9	TRUE	0.49097839058855525
/sc/arion/projects/clemej05a/kevin/loclust/sean/jobs	job.3200.lsf.104428355.stdout	 L6_Agrobacterium_trajs_loclust_k4_fa.tsv	fa	4	FALSE	0.0
/sc/arion/projects/clemej05a/kevin/loclust/sean/jobs	job.891.lsf.104426000.stdout	 L6_Salinibacterium_trajs_loclust_k9_5pca.tsv	5pca	9	TRUE	0.9286294059760463
/sc/arion/projects/clemej05a/kevin/loclust/sean/jobs	job.6176.lsf.104431751.stdout	 L6_Shewanella_trajs_loclust_k5_fa.tsv	fa	5	TRUE	1.639479809413355e-05
/sc/arion/projects/clemej05a/kevin/loclust/sean/jobs	job.2836.lsf.104427962.stdout	 L6_[Ruminococcus]_trajs_loclust_k7_6pca.tsv	6pca	7	TRUE	0.2729322629075508
/sc/arion/projects/clemej05a/kevin/loclust/sean/jobs	job.5271.lsf.104430727.stdout	 L6_Sphingobium_trajs_loclust_k3_9pca.tsv	9pca	3	TRUE	0.95
/sc/arion/projects/clemej05a/kevin/loclust/sean/jobs	job.874.lsf.104425983.stdout	 L6_Salinibacterium_trajs_loclust_k7_4pca.tsv	4pca	7	TRUE	0.9286294059760463
/sc/arion/projects/clemej05a/kevin/loclust/sean/jobs	job.3362.lsf.104428518.stdout	 L6_Lactococcus_trajs_loclust_k3_4pca.tsv	4pca	3	TRUE	0.3960778275902316
/sc/arion/projects/clemej05a/kevin/loclust/sean/jobs	job.6162.lsf.104431737.stdout	 L6_Shewanella_trajs_loclust_k3_4pca.tsv	4pca	3	TRUE	0.4039211636166513
/sc/arion/projects/clemej05a/kevin/loclust/sean/jobs	job.2175.lsf.104427292.stdout	 L6_Actinomyces_trajs_loclust_k8_9pca.tsv	9pca	8	TRUE	0.95
/sc/arion/projects/clemej05a/kevin/loclust/sean/jobs	job.478.lsf.104425577.stdout	 L6_Clostridia;o_;f_;g__trajs_loclust_k6_8pca.tsv	8pca	6	FALSE	0.0
/sc/arion/projects/clemej05a/kevin/loclust/sean/jobs	job.799.lsf.104425904.stdout	 L6_Anaerostipes_trajs_loclust_k4_9pca.tsv	9pca	4	TRUE	0.731976660646494
/sc/arion/projects/clemej05a/kevin/loclust/sean/jobs	job.1934.lsf.104427049.stdout	 L6_Ruminococcus_trajs_loclust_k6_8pca.tsv	8pca	6	TRUE	0.2533323891052713
/sc/arion/projects/clemej05a/kevin/loclust/sean/jobs	job.2513.lsf.104427638.stdout	 L6_Natronobacillus_trajs_loclust_k9_3pca.tsv	3pca	9	TRUE	0.923755331055116
/sc/arion/projects/clemej05a/kevin/loclust/sean/jobs	job.4398.lsf.104429559.stdout	 L6_Akkermansia_trajs_loclust_k6_8pca.tsv	8pca	6	TRUE	0.2539864210972781
/sc/arion/projects/clemej05a/kevin/loclust/sean/jobs	job.7166.lsf.104432803.stdout	 L6_Klebsiella_trajs_loclust_k9_8pca.tsv	8pca	9	TRUE	0.95
/sc/arion/projects/clemej05a/kevin/loclust/sean/jobs	job.5797.lsf.104431273.stdout	 L6_Stenotrophomonas_trajs_loclust_k6_7pca.tsv	7pca	6	TRUE	0.787445697796647
/sc/arion/projects/clemej05a/kevin/loclust/sean/jobs	job.3435.lsf.104428591.stdout	 L6_Ralstonia_trajs_loclust_k5_5pca.tsv	5pca	5	TRUE	0.9164989728402311
/sc/arion/projects/clemej05a/kevin/loclust/sean/jobs	job.906.lsf.104426015.stdout	 L6_Melissococcus_trajs_loclust_k4_4pca.tsv	4pca	4	TRUE	0.34530135524225775
/sc/arion/projects/clemej05a/kevin/loclust/sean/jobs	job.1303.lsf.104426414.stdout	 L6_Escherichia_trajs_loclust_k4_9pca.tsv	9pca	4	TRUE	0.95
/sc/arion/projects/clemej05a/kevin/loclust/sean/jobs	job.685.lsf.104425788.stdout	 L6_Clostridiales;f_;g__trajs_loclust_k4_7pca.tsv	7pca	4	FALSE	0.0
/sc/arion/projects/clemej05a/kevin/loclust/sean/jobs	job.4747.lsf.104430004.stdout	 L6_Methylobacterium_trajs_loclust_k8_5pca.tsv	5pca	8	TRUE	0.9237387134280552
/sc/arion/projects/clemej05a/kevin/loclust/sean/jobs	job.6142.lsf.104431711.stdout	 L6_Christensenella_trajs_loclust_k7_8pca.tsv	8pca	7	TRUE	0.95
/sc/arion/projects/clemej05a/kevin/loclust/sean/jobs	job.693.lsf.104425796.stdout	 L6_Clostridiales;f_;g__trajs_loclust_k5_7pca.tsv	7pca	5	FALSE	0.0
/sc/arion/projects/clemej05a/kevin/loclust/sean/jobs	job.5295.lsf.104430751.stdout	 L6_Sphingobium_trajs_loclust_k6_9pca.tsv	9pca	6	TRUE	0.95
/sc/arion/projects/clemej05a/kevin/loclust/sean/jobs	job.4635.lsf.104429825.stdout	 L6_Caulobacter_trajs_loclust_k8_5pca.tsv	5pca	8	TRUE	0.95
/sc/arion/projects/clemej05a/kevin/loclust/sean/jobs	job.3323.lsf.104428479.stdout	 L6_Coprobacillus_trajs_loclust_k5_5pca.tsv	5pca	5	TRUE	0.3618878581467353
/sc/arion/projects/clemej05a/kevin/loclust/sean/jobs	job.3822.lsf.104428981.stdout	 L6_Bacillales;f_;g__trajs_loclust_k4_8pca.tsv	8pca	4	FALSE	0.0
/sc/arion/projects/clemej05a/kevin/loclust/sean/jobs	job.6861.lsf.104432492.stdout	 L6_rc4-4_trajs_loclust_k6_7pca.tsv	7pca	6	TRUE	0.2816880335459817
/sc/arion/projects/clemej05a/kevin/loclust/sean/jobs	job.6589.lsf.104432217.stdout	 L6_Roseburia_trajs_loclust_k7_7pca.tsv	7pca	7	TRUE	0.95
/sc/arion/projects/clemej05a/kevin/loclust/sean/jobs	job.6322.lsf.104431933.stdout	 L6_Trichococcus_trajs_loclust_k9_4pca.tsv	4pca	9	TRUE	0.9566756818069961
/sc/arion/projects/clemej05a/kevin/loclust/sean/jobs	job.4924.lsf.104430300.stdout	 L6_Faecalibacterium_trajs_loclust_k9_6pca.tsv	6pca	9	TRUE	0.95
/sc/arion/projects/clemej05a/kevin/loclust/sean/jobs	job.2633.lsf.104427758.stdout	 L6_Lactobacillus_trajs_loclust_k3_3pca.tsv	3pca	3	TRUE	0.47763482232833676
/sc/arion/projects/clemej05a/kevin/loclust/sean/jobs	job.6167.lsf.104431742.stdout	 L6_Shewanella_trajs_loclust_k3_9pca.tsv	9pca	3	TRUE	0.3438968170530394
/sc/arion/projects/clemej05a/kevin/loclust/sean/jobs	job.2297.lsf.104427419.stdout	 L6_Ureibacillus_trajs_loclust_k3_3pca.tsv	3pca	3	TRUE	0.8910440627028489
/sc/arion/projects/clemej05a/kevin/loclust/sean/jobs	job.2058.lsf.104427174.stdout	 L6_Exiguobacterium_trajs_loclust_k8_4pca.tsv	4pca	8	TRUE	0.95
/sc/arion/projects/clemej05a/kevin/loclust/sean/jobs	job.1695.lsf.104426808.stdout	 L6_Phascolarctobacterium_trajs_loclust_k4_9pca.tsv	9pca	4	TRUE	0.95
/sc/arion/projects/clemej05a/kevin/loclust/sean/jobs	job.7078.lsf.104432714.stdout	 L6_Amaricoccus_trajs_loclust_k5_8pca.tsv	8pca	5	TRUE	0.95
/sc/arion/projects/clemej05a/kevin/loclust/sean/jobs	job.5526.lsf.104430985.stdout	 L6_Enhydrobacter_trajs_loclust_k7_8pca.tsv	8pca	7	TRUE	0.95
/sc/arion/projects/clemej05a/kevin/loclust/sean/jobs	job.2116.lsf.104427233.stdout	 L6_Hymenobacter_trajs_loclust_k8_6pca.tsv	6pca	8	TRUE	0.9286294059760463
/sc/arion/projects/clemej05a/kevin/loclust/sean/jobs	job.5576.lsf.104431037.stdout	 L6_Paraprevotella_trajs_loclust_k7_fa.tsv	fa	7	FALSE	0.0
/sc/arion/projects/clemej05a/kevin/loclust/sean/jobs	job.6924.lsf.104432557.stdout	 L6_Planococcus_trajs_loclust_k7_6pca.tsv	6pca	7	TRUE	0.95
/sc/arion/projects/clemej05a/kevin/loclust/sean/jobs	job.3754.lsf.104428912.stdout	 L6_Collinsella_trajs_loclust_k3_4pca.tsv	4pca	3	TRUE	0.95
/sc/arion/projects/clemej05a/kevin/loclust/sean/jobs	job.1273.lsf.104426384.stdout	 L6_Anaerotruncus_trajs_loclust_k8_3pca.tsv	3pca	8	TRUE	0.95
/sc/arion/projects/clemej05a/kevin/loclust/sean/jobs	job.7031.lsf.104432666.stdout	 L6_Streptophyta;f_;g__trajs_loclust_k6_9pca.tsv	9pca	6	FALSE	0.0
/sc/arion/projects/clemej05a/kevin/loclust/sean/jobs	job.5899.lsf.104431407.stdout	 L6_Oxalobacter_trajs_loclust_k5_5pca.tsv	5pca	5	TRUE	0.95
/sc/arion/projects/clemej05a/kevin/loclust/sean/jobs	job.5686.lsf.104431151.stdout	 L6_Prevotella_trajs_loclust_k6_8pca.tsv	8pca	6	TRUE	0.95
/sc/arion/projects/clemej05a/kevin/loclust/sean/jobs	job.3633.lsf.104428791.stdout	 L6_Anaerofustis_trajs_loclust_k9_3pca.tsv	3pca	9	TRUE	0.4043258264610092
/sc/arion/projects/clemej05a/kevin/loclust/sean/jobs	job.865.lsf.104425971.stdout	 L6_Salinibacterium_trajs_loclust_k6_3pca.tsv	3pca	6	TRUE	0.9286294059760463
/sc/arion/projects/clemej05a/kevin/loclust/sean/jobs	job.1739.lsf.104426852.stdout	 L6_Gemellales;f_;g__trajs_loclust_k3_5pca.tsv	5pca	3	FALSE	0.0
/sc/arion/projects/clemej05a/kevin/loclust/sean/jobs	job.2958.lsf.104428084.stdout	 L6_Ochrobactrum_trajs_loclust_k8_8pca.tsv	8pca	8	TRUE	0.9313836930451711
/sc/arion/projects/clemej05a/kevin/loclust/sean/jobs	job.7272.lsf.104432911.stdout	 L6_Lacticigenium_trajs_loclust_k9_fa.tsv	fa	9	TRUE	0.8636758421375538
/sc/arion/projects/clemej05a/kevin/loclust/sean/jobs	job.5497.lsf.104430956.stdout	 L6_Enhydrobacter_trajs_loclust_k4_3pca.tsv	3pca	4	TRUE	0.95
/sc/arion/projects/clemej05a/kevin/loclust/sean/jobs	job.6344.lsf.104431955.stdout	 L6_Burkholderiales;f_;g__trajs_loclust_k5_fa.tsv	fa	5	FALSE	0.0
/sc/arion/projects/clemej05a/kevin/loclust/sean/jobs	job.2774.lsf.104427899.stdout	 L6_Rhodococcus_trajs_loclust_k6_8pca.tsv	8pca	6	TRUE	0.95
/sc/arion/projects/clemej05a/kevin/loclust/sean/jobs	job.1955.lsf.104427071.stdout	 L6_Ruminococcus_trajs_loclust_k9_5pca.tsv	5pca	9	TRUE	0.3188804643646087
/sc/arion/projects/clemej05a/kevin/loclust/sean/jobs	job.7146.lsf.104432782.stdout	 L6_Klebsiella_trajs_loclust_k7_4pca.tsv	4pca	7	TRUE	0.95
/sc/arion/projects/clemej05a/kevin/loclust/sean/jobs	job.898.lsf.104426007.stdout	 L6_Melissococcus_trajs_loclust_k3_4pca.tsv	4pca	3	TRUE	0.34530135524225775
/sc/arion/projects/clemej05a/kevin/loclust/sean/jobs	job.3186.lsf.104428340.stdout	 L6_Enterococcus_trajs_loclust_k9_4pca.tsv	4pca	9	TRUE	0.5669971429343958
/sc/arion/projects/clemej05a/kevin/loclust/sean/jobs	job.2143.lsf.104427260.stdout	 L6_Actinomyces_trajs_loclust_k4_9pca.tsv	9pca	4	TRUE	0.95
/sc/arion/projects/clemej05a/kevin/loclust/sean/jobs	job.4306.lsf.104429467.stdout	 L6_Alphaproteobacteria;o_;f_;g__trajs_loclust_k9_4pca.tsv	4pca	9	FALSE	0.0
/sc/arion/projects/clemej05a/kevin/loclust/sean/jobs	job.5376.lsf.104430832.stdout	 L6_Eggerthella_trajs_loclust_k3_fa.tsv	fa	3	FALSE	0.0
/sc/arion/projects/clemej05a/kevin/loclust/sean/jobs	job.6883.lsf.104432514.stdout	 L6_rc4-4_trajs_loclust_k9_5pca.tsv	5pca	9	TRUE	0.3350639124734426
/sc/arion/projects/clemej05a/kevin/loclust/sean/jobs	job.3386.lsf.104428542.stdout	 L6_Lactococcus_trajs_loclust_k6_4pca.tsv	4pca	6	TRUE	0.4360972525313699
/sc/arion/projects/clemej05a/kevin/loclust/sean/jobs	job.416.lsf.104425510.stdout	 L6_Erwinia_trajs_loclust_k6_fa.tsv	fa	6	FALSE	0.0
/sc/arion/projects/clemej05a/kevin/loclust/sean/jobs	job.3136.lsf.104428288.stdout	 L6_Enterococcus_trajs_loclust_k3_fa.tsv	fa	3	TRUE	0.05948010636570818
/sc/arion/projects/clemej05a/kevin/loclust/sean/jobs	job.6874.lsf.104432505.stdout	 L6_rc4-4_trajs_loclust_k8_4pca.tsv	4pca	8	TRUE	0.33101282350546013
/sc/arion/projects/clemej05a/kevin/loclust/sean/jobs	job.7005.lsf.104432640.stdout	 L6_Streptophyta;f_;g__trajs_loclust_k3_7pca.tsv	7pca	3	FALSE	0.0
/sc/arion/projects/clemej05a/kevin/loclust/sean/jobs	job.4945.lsf.104430321.stdout	 L6_Turicibacter_trajs_loclust_k5_3pca.tsv	3pca	5	TRUE	0.5305000700366789
/sc/arion/projects/clemej05a/kevin/loclust/sean/jobs	job.1953.lsf.104427069.stdout	 L6_Ruminococcus_trajs_loclust_k9_3pca.tsv	3pca	9	TRUE	0.42090322197943325
/sc/arion/projects/clemej05a/kevin/loclust/sean/jobs	job.1699.lsf.104426812.stdout	 L6_Phascolarctobacterium_trajs_loclust_k5_5pca.tsv	5pca	5	TRUE	0.95
/sc/arion/projects/clemej05a/kevin/loclust/sean/jobs	job.1094.lsf.104426204.stdout	 L6_Granulicatella_trajs_loclust_k6_8pca.tsv	8pca	6	TRUE	0.22076137064162288
/sc/arion/projects/clemej05a/kevin/loclust/sean/jobs	job.2105.lsf.104427222.stdout	 L6_Hymenobacter_trajs_loclust_k7_3pca.tsv	3pca	7	TRUE	0.9286294059760463
/sc/arion/projects/clemej05a/kevin/loclust/sean/jobs	job.2464.lsf.104427589.stdout	 L6_Natronobacillus_trajs_loclust_k3_fa.tsv	fa	3	TRUE	0.8981236570788308
/sc/arion/projects/clemej05a/kevin/loclust/sean/jobs	job.1841.lsf.104426956.stdout	 L6_Streptococcus_trajs_loclust_k9_3pca.tsv	3pca	9	TRUE	0.6522167910356805
/sc/arion/projects/clemej05a/kevin/loclust/sean/jobs	job.2312.lsf.104427434.stdout	 L6_Ureibacillus_trajs_loclust_k5_fa.tsv	fa	5	TRUE	0.7231317386855688
/sc/arion/projects/clemej05a/kevin/loclust/sean/jobs	job.6382.lsf.104432005.stdout	 L6_Burkholderiales;f_;g__trajs_loclust_k9_8pca.tsv	8pca	9	FALSE	0.0
/sc/arion/projects/clemej05a/kevin/loclust/sean/jobs	job.1027.lsf.104426136.stdout	 L6_Bacteroides_trajs_loclust_k5_5pca.tsv	5pca	5	TRUE	0.4153447861692626
/sc/arion/projects/clemej05a/kevin/loclust/sean/jobs	job.189.lsf.104425231.stdout	 L6_Bradyrhizobium_trajs_loclust_k5_7pca.tsv	7pca	5	TRUE	0.7941721949205325
/sc/arion/projects/clemej05a/kevin/loclust/sean/jobs	job.2210.lsf.104427327.stdout	 L6_RF32;f_;g__trajs_loclust_k6_4pca.tsv	4pca	6	FALSE	0.0
/sc/arion/projects/clemej05a/kevin/loclust/sean/jobs	job.5001.lsf.104430412.stdout	 L6_Chryseobacterium_trajs_loclust_k5_3pca.tsv	3pca	5	TRUE	0.8726991840154016
/sc/arion/projects/clemej05a/kevin/loclust/sean/jobs	job.1639.lsf.104426751.stdout	 L6_Delftia_trajs_loclust_k4_9pca.tsv	9pca	4	TRUE	0.9296298473861316
/sc/arion/projects/clemej05a/kevin/loclust/sean/jobs	job.6606.lsf.104432234.stdout	 L6_Roseburia_trajs_loclust_k9_8pca.tsv	8pca	9	TRUE	0.95
/sc/arion/projects/clemej05a/kevin/loclust/sean/jobs	job.2282.lsf.104427404.stdout	 L6_Dehalobacterium_trajs_loclust_k8_4pca.tsv	4pca	8	TRUE	0.2998297871260708
/sc/arion/projects/clemej05a/kevin/loclust/sean/jobs	job.563.lsf.104425664.stdout	 L6_Streptomyces_trajs_loclust_k3_5pca.tsv	5pca	3	TRUE	0.95
/sc/arion/projects/clemej05a/kevin/loclust/sean/jobs	job.5083.lsf.104430538.stdout	 L6_Clostridium_trajs_loclust_k8_5pca.tsv	5pca	8	TRUE	0.3589786080865581
/sc/arion/projects/clemej05a/kevin/loclust/sean/jobs	job.5247.lsf.104430703.stdout	 L6_Sutterella_trajs_loclust_k7_9pca.tsv	9pca	7	TRUE	0.28918064374282293
/sc/arion/projects/clemej05a/kevin/loclust/sean/jobs	job.2189.lsf.104427306.stdout	 L6_RF32;f_;g__trajs_loclust_k3_7pca.tsv	7pca	3	FALSE	0.0
/sc/arion/projects/clemej05a/kevin/loclust/sean/jobs	job.2925.lsf.104428051.stdout	 L6_Ochrobactrum_trajs_loclust_k4_7pca.tsv	7pca	4	TRUE	0.9313836930451711
/sc/arion/projects/clemej05a/kevin/loclust/sean/jobs	job.4288.lsf.104429449.stdout	 L6_Alphaproteobacteria;o_;f_;g__trajs_loclust_k7_fa.tsv	fa	7	FALSE	0.0
/sc/arion/projects/clemej05a/kevin/loclust/sean/jobs	job.1177.lsf.104426287.stdout	 L6__unk_trajs_loclust_k3_3pca.tsv	3pca	3	TRUE	0.8745449866337133
/sc/arion/projects/clemej05a/kevin/loclust/sean/jobs	job.2418.lsf.104427541.stdout	 L6_02d06_trajs_loclust_k4_4pca.tsv	4pca	4	TRUE	0.361494405912975
/sc/arion/projects/clemej05a/kevin/loclust/sean/jobs	job.6918.lsf.104432551.stdout	 L6_Planococcus_trajs_loclust_k6_8pca.tsv	8pca	6	TRUE	0.95
/sc/arion/projects/clemej05a/kevin/loclust/sean/jobs	job.1752.lsf.104426865.stdout	 L6_Gemellales;f_;g__trajs_loclust_k5_fa.tsv	fa	5	FALSE	0.0
/sc/arion/projects/clemej05a/kevin/loclust/sean/jobs	job.6258.lsf.104431859.stdout	 L6_Anaerobacillus_trajs_loclust_k8_4pca.tsv	4pca	8	TRUE	0.5857852818622624
/sc/arion/projects/clemej05a/kevin/loclust/sean/jobs	job.4171.lsf.104429332.stdout	 L6_Kocuria_trajs_loclust_k6_5pca.tsv	5pca	6	TRUE	0.9299731370978387
/sc/arion/projects/clemej05a/kevin/loclust/sean/jobs	job.5764.lsf.104431240.stdout	 L6_Adlercreutzia_trajs_loclust_k9_6pca.tsv	6pca	9	TRUE	0.32659352570446476
/sc/arion/projects/clemej05a/kevin/loclust/sean/jobs	job.7283.lsf.104432926.stdout	 L6_Planomicrobium_trajs_loclust_k3_5pca.tsv	5pca	3	TRUE	0.95
/sc/arion/projects/clemej05a/kevin/loclust/sean/jobs	job.4541.lsf.104429720.stdout	 L6_Enterobacter_trajs_loclust_k3_7pca.tsv	7pca	3	TRUE	0.95
/sc/arion/projects/clemej05a/kevin/loclust/sean/jobs	job.109.lsf.104425151.stdout	 L6_Sarcina_trajs_loclust_k9_7pca.tsv	7pca	9	TRUE	0.21905614124002618
/sc/arion/projects/clemej05a/kevin/loclust/sean/jobs	job.4707.lsf.104429945.stdout	 L6_Methylobacterium_trajs_loclust_k3_5pca.tsv	5pca	3	TRUE	0.9237387134280552
/sc/arion/projects/clemej05a/kevin/loclust/sean/jobs	job.1649.lsf.104426761.stdout	 L6_Delftia_trajs_loclust_k6_3pca.tsv	3pca	6	TRUE	0.9296298473861316
/sc/arion/projects/clemej05a/kevin/loclust/sean/jobs	job.3771.lsf.104428929.stdout	 L6_Collinsella_trajs_loclust_k5_5pca.tsv	5pca	5	TRUE	0.95
/sc/arion/projects/clemej05a/kevin/loclust/sean/jobs	job.4883.lsf.104430251.stdout	 L6_Faecalibacterium_trajs_loclust_k4_5pca.tsv	5pca	4	TRUE	0.95
/sc/arion/projects/clemej05a/kevin/loclust/sean/jobs	job.358.lsf.104425400.stdout	 L6_Georgenia_trajs_loclust_k5_8pca.tsv	8pca	5	TRUE	0.95
/sc/arion/projects/clemej05a/kevin/loclust/sean/jobs	job.599.lsf.104425701.stdout	 L6_Streptomyces_trajs_loclust_k7_9pca.tsv	9pca	7	TRUE	0.95
/sc/arion/projects/clemej05a/kevin/loclust/sean/jobs	job.7379.lsf.104433023.stdout	 L6_Butyricimonas_trajs_loclust_k8_5pca.tsv	5pca	8	TRUE	0.95
/sc/arion/projects/clemej05a/kevin/loclust/sean/jobs	job.1754.lsf.104426867.stdout	 L6_Gemellales;f_;g__trajs_loclust_k5_4pca.tsv	4pca	5	FALSE	0.0
/sc/arion/projects/clemej05a/kevin/loclust/sean/jobs	job.488.lsf.104425587.stdout	 L6_Clostridia;o_;f_;g__trajs_loclust_k8_fa.tsv	fa	8	FALSE	0.0
/sc/arion/projects/clemej05a/kevin/loclust/sean/jobs	job.3910.lsf.104429069.stdout	 L6_Coprococcus_trajs_loclust_k8_8pca.tsv	8pca	8	TRUE	0.20477556105131103
/sc/arion/projects/clemej05a/kevin/loclust/sean/jobs	job.2323.lsf.104427445.stdout	 L6_Ureibacillus_trajs_loclust_k6_5pca.tsv	5pca	6	TRUE	0.8624751673866013
/sc/arion/projects/clemej05a/kevin/loclust/sean/jobs	job.1437.lsf.104426548.stdout	 L6_Dorea_trajs_loclust_k7_7pca.tsv	7pca	7	TRUE	0.23366261935644048
/sc/arion/projects/clemej05a/kevin/loclust/sean/jobs	job.4255.lsf.104429416.stdout	 L6_Anaeroplasma_trajs_loclust_k9_9pca.tsv	9pca	9	TRUE	0.30190337636147085
/sc/arion/projects/clemej05a/kevin/loclust/sean/jobs	job.1650.lsf.104426762.stdout	 L6_Delftia_trajs_loclust_k6_4pca.tsv	4pca	6	TRUE	0.9296298473861316
/sc/arion/projects/clemej05a/kevin/loclust/sean/jobs	job.2300.lsf.104427422.stdout	 L6_Ureibacillus_trajs_loclust_k3_6pca.tsv	6pca	3	TRUE	0.8613286996244893
/sc/arion/projects/clemej05a/kevin/loclust/sean/jobs	job.4606.lsf.104429785.stdout	 L6_Caulobacter_trajs_loclust_k4_8pca.tsv	8pca	4	TRUE	0.95
/sc/arion/projects/clemej05a/kevin/loclust/sean/jobs	job.1679.lsf.104426792.stdout	 L6_Delftia_trajs_loclust_k9_9pca.tsv	9pca	9	TRUE	0.9296298473861316
/sc/arion/projects/clemej05a/kevin/loclust/sean/jobs	job.2018.lsf.104427134.stdout	 L6_Exiguobacterium_trajs_loclust_k3_4pca.tsv	4pca	3	TRUE	0.95
/sc/arion/projects/clemej05a/kevin/loclust/sean/jobs	job.3661.lsf.104428819.stdout	 L6_Corynebacterium_trajs_loclust_k5_7pca.tsv	7pca	5	TRUE	0.912939291342664
/sc/arion/projects/clemej05a/kevin/loclust/sean/jobs	job.3621.lsf.104428779.stdout	 L6_Anaerofustis_trajs_loclust_k7_7pca.tsv	7pca	7	TRUE	0.24567314312951694
/sc/arion/projects/clemej05a/kevin/loclust/sean/jobs	job.6393.lsf.104432016.stdout	 L6_Shigella_trajs_loclust_k4_3pca.tsv	3pca	4	TRUE	0.95
/sc/arion/projects/clemej05a/kevin/loclust/sean/jobs	job.1974.lsf.104427090.stdout	 L6_Virgibacillus_trajs_loclust_k4_8pca.tsv	8pca	4	TRUE	0.95
/sc/arion/projects/clemej05a/kevin/loclust/sean/jobs	job.7369.lsf.104433013.stdout	 L6_Butyricimonas_trajs_loclust_k7_3pca.tsv	3pca	7	TRUE	0.95
/sc/arion/projects/clemej05a/kevin/loclust/sean/jobs	job.1381.lsf.104426492.stdout	 L6_Microbacterium_trajs_loclust_k7_7pca.tsv	7pca	7	TRUE	0.9465662719599723
/sc/arion/projects/clemej05a/kevin/loclust/sean/jobs	job.808.lsf.104425913.stdout	 L6_Anaerostipes_trajs_loclust_k6_fa.tsv	fa	6	TRUE	0.5909725670654217
/sc/arion/projects/clemej05a/kevin/loclust/sean/jobs	job.7023.lsf.104432658.stdout	 L6_Streptophyta;f_;g__trajs_loclust_k5_9pca.tsv	9pca	5	FALSE	0.0
/sc/arion/projects/clemej05a/kevin/loclust/sean/jobs	job.2596.lsf.104427721.stdout	 L6_Clavibacter_trajs_loclust_k5_6pca.tsv	6pca	5	TRUE	0.907357232829549
/sc/arion/projects/clemej05a/kevin/loclust/sean/jobs	job.7267.lsf.104432906.stdout	 L6_Lacticigenium_trajs_loclust_k8_5pca.tsv	5pca	8	TRUE	0.9286294059760463
/sc/arion/projects/clemej05a/kevin/loclust/sean/jobs	job.5324.lsf.104430780.stdout	 L6_Staphylococcus_trajs_loclust_k3_6pca.tsv	6pca	3	TRUE	0.2684326334699771
/sc/arion/projects/clemej05a/kevin/loclust/sean/jobs	job.6013.lsf.104431548.stdout	 L6_Lactobacillales;f_;g__trajs_loclust_k5_7pca.tsv	7pca	5	FALSE	0.0
/sc/arion/projects/clemej05a/kevin/loclust/sean/jobs	job.2207.lsf.104427324.stdout	 L6_RF32;f_;g__trajs_loclust_k5_9pca.tsv	9pca	5	FALSE	0.0
/sc/arion/projects/clemej05a/kevin/loclust/sean/jobs	job.5293.lsf.104430749.stdout	 L6_Sphingobium_trajs_loclust_k6_7pca.tsv	7pca	6	TRUE	0.95
/sc/arion/projects/clemej05a/kevin/loclust/sean/jobs	job.3509.lsf.104428667.stdout	 L6_[Eubacterium]_trajs_loclust_k7_7pca.tsv	7pca	7	TRUE	0.9286294059760463
/sc/arion/projects/clemej05a/kevin/loclust/sean/jobs	job.6073.lsf.104431616.stdout	 L6_Carnobacterium_trajs_loclust_k6_3pca.tsv	3pca	6	TRUE	0.8051266764071464
/sc/arion/projects/clemej05a/kevin/loclust/sean/jobs	job.1345.lsf.104426456.stdout	 L6_Microbacterium_trajs_loclust_k3_3pca.tsv	3pca	3	TRUE	0.9519402757639976
/sc/arion/projects/clemej05a/kevin/loclust/sean/jobs	job.1636.lsf.104426748.stdout	 L6_Delftia_trajs_loclust_k4_6pca.tsv	6pca	4	TRUE	0.9296298473861316
