index	num_classes	function_combo	noise_level	seed	dataset_path
414	3	growth-norm-tan	0.2	3	/sc/arion/projects/CVDlung/earl/loclust/simulations/data_potentially_simple/input_trajs/8/3/0.2noise.growth-norm-tan.200reps.3.tsv
415	3	growth-norm-tan	0.2	4	/sc/arion/projects/CVDlung/earl/loclust/simulations/data_potentially_simple/input_trajs/8/3/0.2noise.growth-norm-tan.200reps.4.tsv
416	3	growth-norm-tan	0.2	5	/sc/arion/projects/CVDlung/earl/loclust/simulations/data_potentially_simple/input_trajs/8/3/0.2noise.growth-norm-tan.200reps.5.tsv
417	3	growth-norm-tan	0.2	6	/sc/arion/projects/CVDlung/earl/loclust/simulations/data_potentially_simple/input_trajs/8/3/0.2noise.growth-norm-tan.200reps.6.tsv
418	3	growth-norm-tan	0.2	7	/sc/arion/projects/CVDlung/earl/loclust/simulations/data_potentially_simple/input_trajs/8/3/0.2noise.growth-norm-tan.200reps.7.tsv
419	3	growth-norm-tan	0.2	8	/sc/arion/projects/CVDlung/earl/loclust/simulations/data_potentially_simple/input_trajs/8/3/0.2noise.growth-norm-tan.200reps.8.tsv
420	3	growth-norm-tan	0.2	9	/sc/arion/projects/CVDlung/earl/loclust/simulations/data_potentially_simple/input_trajs/8/3/0.2noise.growth-norm-tan.200reps.9.tsv
421	3	growth-sin-tan	0.0	0	/sc/arion/projects/CVDlung/earl/loclust/simulations/data_potentially_simple/input_trajs/8/3/0.0noise.growth-sin-tan.200reps.0.tsv
422	3	growth-sin-tan	0.0	1	/sc/arion/projects/CVDlung/earl/loclust/simulations/data_potentially_simple/input_trajs/8/3/0.0noise.growth-sin-tan.200reps.1.tsv
423	3	growth-sin-tan	0.0	2	/sc/arion/projects/CVDlung/earl/loclust/simulations/data_potentially_simple/input_trajs/8/3/0.0noise.growth-sin-tan.200reps.2.tsv
424	3	growth-sin-tan	0.0	3	/sc/arion/projects/CVDlung/earl/loclust/simulations/data_potentially_simple/input_trajs/8/3/0.0noise.growth-sin-tan.200reps.3.tsv
425	3	growth-sin-tan	0.0	4	/sc/arion/projects/CVDlung/earl/loclust/simulations/data_potentially_simple/input_trajs/8/3/0.0noise.growth-sin-tan.200reps.4.tsv
426	3	growth-sin-tan	0.0	5	/sc/arion/projects/CVDlung/earl/loclust/simulations/data_potentially_simple/input_trajs/8/3/0.0noise.growth-sin-tan.200reps.5.tsv
427	3	growth-sin-tan	0.0	6	/sc/arion/projects/CVDlung/earl/loclust/simulations/data_potentially_simple/input_trajs/8/3/0.0noise.growth-sin-tan.200reps.6.tsv
428	3	growth-sin-tan	0.0	7	/sc/arion/projects/CVDlung/earl/loclust/simulations/data_potentially_simple/input_trajs/8/3/0.0noise.growth-sin-tan.200reps.7.tsv
429	3	growth-sin-tan	0.0	8	/sc/arion/projects/CVDlung/earl/loclust/simulations/data_potentially_simple/input_trajs/8/3/0.0noise.growth-sin-tan.200reps.8.tsv
430	3	growth-sin-tan	0.0	9	/sc/arion/projects/CVDlung/earl/loclust/simulations/data_potentially_simple/input_trajs/8/3/0.0noise.growth-sin-tan.200reps.9.tsv
431	3	growth-sin-tan	0.04	0	/sc/arion/projects/CVDlung/earl/loclust/simulations/data_potentially_simple/input_trajs/8/3/0.04noise.growth-sin-tan.200reps.0.tsv
432	3	growth-sin-tan	0.04	1	/sc/arion/projects/CVDlung/earl/loclust/simulations/data_potentially_simple/input_trajs/8/3/0.04noise.growth-sin-tan.200reps.1.tsv
433	3	growth-sin-tan	0.04	2	/sc/arion/projects/CVDlung/earl/loclust/simulations/data_potentially_simple/input_trajs/8/3/0.04noise.growth-sin-tan.200reps.2.tsv
434	3	growth-sin-tan	0.04	3	/sc/arion/projects/CVDlung/earl/loclust/simulations/data_potentially_simple/input_trajs/8/3/0.04noise.growth-sin-tan.200reps.3.tsv
435	3	growth-sin-tan	0.04	4	/sc/arion/projects/CVDlung/earl/loclust/simulations/data_potentially_simple/input_trajs/8/3/0.04noise.growth-sin-tan.200reps.4.tsv
436	3	growth-sin-tan	0.04	5	/sc/arion/projects/CVDlung/earl/loclust/simulations/data_potentially_simple/input_trajs/8/3/0.04noise.growth-sin-tan.200reps.5.tsv
437	3	growth-sin-tan	0.04	6	/sc/arion/projects/CVDlung/earl/loclust/simulations/data_potentially_simple/input_trajs/8/3/0.04noise.growth-sin-tan.200reps.6.tsv
438	3	growth-sin-tan	0.04	7	/sc/arion/projects/CVDlung/earl/loclust/simulations/data_potentially_simple/input_trajs/8/3/0.04noise.growth-sin-tan.200reps.7.tsv
439	3	growth-sin-tan	0.04	8	/sc/arion/projects/CVDlung/earl/loclust/simulations/data_potentially_simple/input_trajs/8/3/0.04noise.growth-sin-tan.200reps.8.tsv
440	3	growth-sin-tan	0.04	9	/sc/arion/projects/CVDlung/earl/loclust/simulations/data_potentially_simple/input_trajs/8/3/0.04noise.growth-sin-tan.200reps.9.tsv
441	3	growth-sin-tan	0.08	0	/sc/arion/projects/CVDlung/earl/loclust/simulations/data_potentially_simple/input_trajs/8/3/0.08noise.growth-sin-tan.200reps.0.tsv
442	3	growth-sin-tan	0.08	1	/sc/arion/projects/CVDlung/earl/loclust/simulations/data_potentially_simple/input_trajs/8/3/0.08noise.growth-sin-tan.200reps.1.tsv
443	3	growth-sin-tan	0.08	2	/sc/arion/projects/CVDlung/earl/loclust/simulations/data_potentially_simple/input_trajs/8/3/0.08noise.growth-sin-tan.200reps.2.tsv
444	3	growth-sin-tan	0.08	3	/sc/arion/projects/CVDlung/earl/loclust/simulations/data_potentially_simple/input_trajs/8/3/0.08noise.growth-sin-tan.200reps.3.tsv
445	3	growth-sin-tan	0.08	4	/sc/arion/projects/CVDlung/earl/loclust/simulations/data_potentially_simple/input_trajs/8/3/0.08noise.growth-sin-tan.200reps.4.tsv
446	3	growth-sin-tan	0.08	5	/sc/arion/projects/CVDlung/earl/loclust/simulations/data_potentially_simple/input_trajs/8/3/0.08noise.growth-sin-tan.200reps.5.tsv
447	3	growth-sin-tan	0.08	6	/sc/arion/projects/CVDlung/earl/loclust/simulations/data_potentially_simple/input_trajs/8/3/0.08noise.growth-sin-tan.200reps.6.tsv
448	3	growth-sin-tan	0.08	7	/sc/arion/projects/CVDlung/earl/loclust/simulations/data_potentially_simple/input_trajs/8/3/0.08noise.growth-sin-tan.200reps.7.tsv
449	3	growth-sin-tan	0.08	8	/sc/arion/projects/CVDlung/earl/loclust/simulations/data_potentially_simple/input_trajs/8/3/0.08noise.growth-sin-tan.200reps.8.tsv
450	3	growth-sin-tan	0.08	9	/sc/arion/projects/CVDlung/earl/loclust/simulations/data_potentially_simple/input_trajs/8/3/0.08noise.growth-sin-tan.200reps.9.tsv
451	3	growth-sin-tan	0.12	0	/sc/arion/projects/CVDlung/earl/loclust/simulations/data_potentially_simple/input_trajs/8/3/0.12noise.growth-sin-tan.200reps.0.tsv
452	3	growth-sin-tan	0.12	1	/sc/arion/projects/CVDlung/earl/loclust/simulations/data_potentially_simple/input_trajs/8/3/0.12noise.growth-sin-tan.200reps.1.tsv
453	3	growth-sin-tan	0.12	2	/sc/arion/projects/CVDlung/earl/loclust/simulations/data_potentially_simple/input_trajs/8/3/0.12noise.growth-sin-tan.200reps.2.tsv
454	3	growth-sin-tan	0.12	3	/sc/arion/projects/CVDlung/earl/loclust/simulations/data_potentially_simple/input_trajs/8/3/0.12noise.growth-sin-tan.200reps.3.tsv
455	3	growth-sin-tan	0.12	4	/sc/arion/projects/CVDlung/earl/loclust/simulations/data_potentially_simple/input_trajs/8/3/0.12noise.growth-sin-tan.200reps.4.tsv
456	3	growth-sin-tan	0.12	5	/sc/arion/projects/CVDlung/earl/loclust/simulations/data_potentially_simple/input_trajs/8/3/0.12noise.growth-sin-tan.200reps.5.tsv
457	3	growth-sin-tan	0.12	6	/sc/arion/projects/CVDlung/earl/loclust/simulations/data_potentially_simple/input_trajs/8/3/0.12noise.growth-sin-tan.200reps.6.tsv
458	3	growth-sin-tan	0.12	7	/sc/arion/projects/CVDlung/earl/loclust/simulations/data_potentially_simple/input_trajs/8/3/0.12noise.growth-sin-tan.200reps.7.tsv
459	3	growth-sin-tan	0.12	8	/sc/arion/projects/CVDlung/earl/loclust/simulations/data_potentially_simple/input_trajs/8/3/0.12noise.growth-sin-tan.200reps.8.tsv
460	3	growth-sin-tan	0.12	9	/sc/arion/projects/CVDlung/earl/loclust/simulations/data_potentially_simple/input_trajs/8/3/0.12noise.growth-sin-tan.200reps.9.tsv
461	3	growth-sin-tan	0.16	0	/sc/arion/projects/CVDlung/earl/loclust/simulations/data_potentially_simple/input_trajs/8/3/0.16noise.growth-sin-tan.200reps.0.tsv
462	3	growth-sin-tan	0.16	1	/sc/arion/projects/CVDlung/earl/loclust/simulations/data_potentially_simple/input_trajs/8/3/0.16noise.growth-sin-tan.200reps.1.tsv
463	3	growth-sin-tan	0.16	2	/sc/arion/projects/CVDlung/earl/loclust/simulations/data_potentially_simple/input_trajs/8/3/0.16noise.growth-sin-tan.200reps.2.tsv
464	3	growth-sin-tan	0.16	3	/sc/arion/projects/CVDlung/earl/loclust/simulations/data_potentially_simple/input_trajs/8/3/0.16noise.growth-sin-tan.200reps.3.tsv
465	3	growth-sin-tan	0.16	4	/sc/arion/projects/CVDlung/earl/loclust/simulations/data_potentially_simple/input_trajs/8/3/0.16noise.growth-sin-tan.200reps.4.tsv
466	3	growth-sin-tan	0.16	5	/sc/arion/projects/CVDlung/earl/loclust/simulations/data_potentially_simple/input_trajs/8/3/0.16noise.growth-sin-tan.200reps.5.tsv
467	3	growth-sin-tan	0.16	6	/sc/arion/projects/CVDlung/earl/loclust/simulations/data_potentially_simple/input_trajs/8/3/0.16noise.growth-sin-tan.200reps.6.tsv
468	3	growth-sin-tan	0.16	7	/sc/arion/projects/CVDlung/earl/loclust/simulations/data_potentially_simple/input_trajs/8/3/0.16noise.growth-sin-tan.200reps.7.tsv
469	3	growth-sin-tan	0.16	8	/sc/arion/projects/CVDlung/earl/loclust/simulations/data_potentially_simple/input_trajs/8/3/0.16noise.growth-sin-tan.200reps.8.tsv
470	3	growth-sin-tan	0.16	9	/sc/arion/projects/CVDlung/earl/loclust/simulations/data_potentially_simple/input_trajs/8/3/0.16noise.growth-sin-tan.200reps.9.tsv
471	3	growth-sin-tan	0.2	0	/sc/arion/projects/CVDlung/earl/loclust/simulations/data_potentially_simple/input_trajs/8/3/0.2noise.growth-sin-tan.200reps.0.tsv
472	3	growth-sin-tan	0.2	1	/sc/arion/projects/CVDlung/earl/loclust/simulations/data_potentially_simple/input_trajs/8/3/0.2noise.growth-sin-tan.200reps.1.tsv
473	3	growth-sin-tan	0.2	2	/sc/arion/projects/CVDlung/earl/loclust/simulations/data_potentially_simple/input_trajs/8/3/0.2noise.growth-sin-tan.200reps.2.tsv
474	3	growth-sin-tan	0.2	3	/sc/arion/projects/CVDlung/earl/loclust/simulations/data_potentially_simple/input_trajs/8/3/0.2noise.growth-sin-tan.200reps.3.tsv
475	3	growth-sin-tan	0.2	4	/sc/arion/projects/CVDlung/earl/loclust/simulations/data_potentially_simple/input_trajs/8/3/0.2noise.growth-sin-tan.200reps.4.tsv
476	3	growth-sin-tan	0.2	5	/sc/arion/projects/CVDlung/earl/loclust/simulations/data_potentially_simple/input_trajs/8/3/0.2noise.growth-sin-tan.200reps.5.tsv
477	3	growth-sin-tan	0.2	6	/sc/arion/projects/CVDlung/earl/loclust/simulations/data_potentially_simple/input_trajs/8/3/0.2noise.growth-sin-tan.200reps.6.tsv
478	3	growth-sin-tan	0.2	7	/sc/arion/projects/CVDlung/earl/loclust/simulations/data_potentially_simple/input_trajs/8/3/0.2noise.growth-sin-tan.200reps.7.tsv
479	3	growth-sin-tan	0.2	8	/sc/arion/projects/CVDlung/earl/loclust/simulations/data_potentially_simple/input_trajs/8/3/0.2noise.growth-sin-tan.200reps.8.tsv
480	3	growth-sin-tan	0.2	9	/sc/arion/projects/CVDlung/earl/loclust/simulations/data_potentially_simple/input_trajs/8/3/0.2noise.growth-sin-tan.200reps.9.tsv
481	3	hyperbolic-linear-norm	0.0	0	/sc/arion/projects/CVDlung/earl/loclust/simulations/data_potentially_simple/input_trajs/8/3/0.0noise.hyperbolic-linear-norm.200reps.0.tsv
482	3	hyperbolic-linear-norm	0.0	1	/sc/arion/projects/CVDlung/earl/loclust/simulations/data_potentially_simple/input_trajs/8/3/0.0noise.hyperbolic-linear-norm.200reps.1.tsv
483	3	hyperbolic-linear-norm	0.0	2	/sc/arion/projects/CVDlung/earl/loclust/simulations/data_potentially_simple/input_trajs/8/3/0.0noise.hyperbolic-linear-norm.200reps.2.tsv
484	3	hyperbolic-linear-norm	0.0	3	/sc/arion/projects/CVDlung/earl/loclust/simulations/data_potentially_simple/input_trajs/8/3/0.0noise.hyperbolic-linear-norm.200reps.3.tsv
485	3	hyperbolic-linear-norm	0.0	4	/sc/arion/projects/CVDlung/earl/loclust/simulations/data_potentially_simple/input_trajs/8/3/0.0noise.hyperbolic-linear-norm.200reps.4.tsv
486	3	hyperbolic-linear-norm	0.0	5	/sc/arion/projects/CVDlung/earl/loclust/simulations/data_potentially_simple/input_trajs/8/3/0.0noise.hyperbolic-linear-norm.200reps.5.tsv
487	3	hyperbolic-linear-norm	0.0	6	/sc/arion/projects/CVDlung/earl/loclust/simulations/data_potentially_simple/input_trajs/8/3/0.0noise.hyperbolic-linear-norm.200reps.6.tsv
488	3	hyperbolic-linear-norm	0.0	7	/sc/arion/projects/CVDlung/earl/loclust/simulations/data_potentially_simple/input_trajs/8/3/0.0noise.hyperbolic-linear-norm.200reps.7.tsv
489	3	hyperbolic-linear-norm	0.0	8	/sc/arion/projects/CVDlung/earl/loclust/simulations/data_potentially_simple/input_trajs/8/3/0.0noise.hyperbolic-linear-norm.200reps.8.tsv
490	3	hyperbolic-linear-norm	0.0	9	/sc/arion/projects/CVDlung/earl/loclust/simulations/data_potentially_simple/input_trajs/8/3/0.0noise.hyperbolic-linear-norm.200reps.9.tsv
491	3	hyperbolic-linear-norm	0.04	0	/sc/arion/projects/CVDlung/earl/loclust/simulations/data_potentially_simple/input_trajs/8/3/0.04noise.hyperbolic-linear-norm.200reps.0.tsv
492	3	hyperbolic-linear-norm	0.04	1	/sc/arion/projects/CVDlung/earl/loclust/simulations/data_potentially_simple/input_trajs/8/3/0.04noise.hyperbolic-linear-norm.200reps.1.tsv
493	3	hyperbolic-linear-norm	0.04	2	/sc/arion/projects/CVDlung/earl/loclust/simulations/data_potentially_simple/input_trajs/8/3/0.04noise.hyperbolic-linear-norm.200reps.2.tsv
494	3	hyperbolic-linear-norm	0.04	3	/sc/arion/projects/CVDlung/earl/loclust/simulations/data_potentially_simple/input_trajs/8/3/0.04noise.hyperbolic-linear-norm.200reps.3.tsv
495	3	hyperbolic-linear-norm	0.04	4	/sc/arion/projects/CVDlung/earl/loclust/simulations/data_potentially_simple/input_trajs/8/3/0.04noise.hyperbolic-linear-norm.200reps.4.tsv
496	3	hyperbolic-linear-norm	0.04	5	/sc/arion/projects/CVDlung/earl/loclust/simulations/data_potentially_simple/input_trajs/8/3/0.04noise.hyperbolic-linear-norm.200reps.5.tsv
497	3	hyperbolic-linear-norm	0.04	6	/sc/arion/projects/CVDlung/earl/loclust/simulations/data_potentially_simple/input_trajs/8/3/0.04noise.hyperbolic-linear-norm.200reps.6.tsv
498	3	hyperbolic-linear-norm	0.04	7	/sc/arion/projects/CVDlung/earl/loclust/simulations/data_potentially_simple/input_trajs/8/3/0.04noise.hyperbolic-linear-norm.200reps.7.tsv
499	3	hyperbolic-linear-norm	0.04	8	/sc/arion/projects/CVDlung/earl/loclust/simulations/data_potentially_simple/input_trajs/8/3/0.04noise.hyperbolic-linear-norm.200reps.8.tsv
500	3	hyperbolic-linear-norm	0.04	9	/sc/arion/projects/CVDlung/earl/loclust/simulations/data_potentially_simple/input_trajs/8/3/0.04noise.hyperbolic-linear-norm.200reps.9.tsv
501	3	hyperbolic-linear-norm	0.08	0	/sc/arion/projects/CVDlung/earl/loclust/simulations/data_potentially_simple/input_trajs/8/3/0.08noise.hyperbolic-linear-norm.200reps.0.tsv
502	3	hyperbolic-linear-norm	0.08	1	/sc/arion/projects/CVDlung/earl/loclust/simulations/data_potentially_simple/input_trajs/8/3/0.08noise.hyperbolic-linear-norm.200reps.1.tsv
503	3	hyperbolic-linear-norm	0.08	2	/sc/arion/projects/CVDlung/earl/loclust/simulations/data_potentially_simple/input_trajs/8/3/0.08noise.hyperbolic-linear-norm.200reps.2.tsv
504	3	hyperbolic-linear-norm	0.08	3	/sc/arion/projects/CVDlung/earl/loclust/simulations/data_potentially_simple/input_trajs/8/3/0.08noise.hyperbolic-linear-norm.200reps.3.tsv
505	3	hyperbolic-linear-norm	0.08	4	/sc/arion/projects/CVDlung/earl/loclust/simulations/data_potentially_simple/input_trajs/8/3/0.08noise.hyperbolic-linear-norm.200reps.4.tsv
506	3	hyperbolic-linear-norm	0.08	5	/sc/arion/projects/CVDlung/earl/loclust/simulations/data_potentially_simple/input_trajs/8/3/0.08noise.hyperbolic-linear-norm.200reps.5.tsv
507	3	hyperbolic-linear-norm	0.08	6	/sc/arion/projects/CVDlung/earl/loclust/simulations/data_potentially_simple/input_trajs/8/3/0.08noise.hyperbolic-linear-norm.200reps.6.tsv
508	3	hyperbolic-linear-norm	0.08	7	/sc/arion/projects/CVDlung/earl/loclust/simulations/data_potentially_simple/input_trajs/8/3/0.08noise.hyperbolic-linear-norm.200reps.7.tsv
509	3	hyperbolic-linear-norm	0.08	8	/sc/arion/projects/CVDlung/earl/loclust/simulations/data_potentially_simple/input_trajs/8/3/0.08noise.hyperbolic-linear-norm.200reps.8.tsv
510	3	hyperbolic-linear-norm	0.08	9	/sc/arion/projects/CVDlung/earl/loclust/simulations/data_potentially_simple/input_trajs/8/3/0.08noise.hyperbolic-linear-norm.200reps.9.tsv
511	3	hyperbolic-linear-norm	0.12	0	/sc/arion/projects/CVDlung/earl/loclust/simulations/data_potentially_simple/input_trajs/8/3/0.12noise.hyperbolic-linear-norm.200reps.0.tsv
512	3	hyperbolic-linear-norm	0.12	1	/sc/arion/projects/CVDlung/earl/loclust/simulations/data_potentially_simple/input_trajs/8/3/0.12noise.hyperbolic-linear-norm.200reps.1.tsv
513	3	hyperbolic-linear-norm	0.12	2	/sc/arion/projects/CVDlung/earl/loclust/simulations/data_potentially_simple/input_trajs/8/3/0.12noise.hyperbolic-linear-norm.200reps.2.tsv
514	3	hyperbolic-linear-norm	0.12	3	/sc/arion/projects/CVDlung/earl/loclust/simulations/data_potentially_simple/input_trajs/8/3/0.12noise.hyperbolic-linear-norm.200reps.3.tsv
515	3	hyperbolic-linear-norm	0.12	4	/sc/arion/projects/CVDlung/earl/loclust/simulations/data_potentially_simple/input_trajs/8/3/0.12noise.hyperbolic-linear-norm.200reps.4.tsv
516	3	hyperbolic-linear-norm	0.12	5	/sc/arion/projects/CVDlung/earl/loclust/simulations/data_potentially_simple/input_trajs/8/3/0.12noise.hyperbolic-linear-norm.200reps.5.tsv
517	3	hyperbolic-linear-norm	0.12	6	/sc/arion/projects/CVDlung/earl/loclust/simulations/data_potentially_simple/input_trajs/8/3/0.12noise.hyperbolic-linear-norm.200reps.6.tsv
518	3	hyperbolic-linear-norm	0.12	7	/sc/arion/projects/CVDlung/earl/loclust/simulations/data_potentially_simple/input_trajs/8/3/0.12noise.hyperbolic-linear-norm.200reps.7.tsv
519	3	hyperbolic-linear-norm	0.12	8	/sc/arion/projects/CVDlung/earl/loclust/simulations/data_potentially_simple/input_trajs/8/3/0.12noise.hyperbolic-linear-norm.200reps.8.tsv
520	3	hyperbolic-linear-norm	0.12	9	/sc/arion/projects/CVDlung/earl/loclust/simulations/data_potentially_simple/input_trajs/8/3/0.12noise.hyperbolic-linear-norm.200reps.9.tsv
521	3	hyperbolic-linear-norm	0.16	0	/sc/arion/projects/CVDlung/earl/loclust/simulations/data_potentially_simple/input_trajs/8/3/0.16noise.hyperbolic-linear-norm.200reps.0.tsv
522	3	hyperbolic-linear-norm	0.16	1	/sc/arion/projects/CVDlung/earl/loclust/simulations/data_potentially_simple/input_trajs/8/3/0.16noise.hyperbolic-linear-norm.200reps.1.tsv
523	3	hyperbolic-linear-norm	0.16	2	/sc/arion/projects/CVDlung/earl/loclust/simulations/data_potentially_simple/input_trajs/8/3/0.16noise.hyperbolic-linear-norm.200reps.2.tsv
524	3	hyperbolic-linear-norm	0.16	3	/sc/arion/projects/CVDlung/earl/loclust/simulations/data_potentially_simple/input_trajs/8/3/0.16noise.hyperbolic-linear-norm.200reps.3.tsv
525	3	hyperbolic-linear-norm	0.16	4	/sc/arion/projects/CVDlung/earl/loclust/simulations/data_potentially_simple/input_trajs/8/3/0.16noise.hyperbolic-linear-norm.200reps.4.tsv
526	3	hyperbolic-linear-norm	0.16	5	/sc/arion/projects/CVDlung/earl/loclust/simulations/data_potentially_simple/input_trajs/8/3/0.16noise.hyperbolic-linear-norm.200reps.5.tsv
527	3	hyperbolic-linear-norm	0.16	6	/sc/arion/projects/CVDlung/earl/loclust/simulations/data_potentially_simple/input_trajs/8/3/0.16noise.hyperbolic-linear-norm.200reps.6.tsv
528	3	hyperbolic-linear-norm	0.16	7	/sc/arion/projects/CVDlung/earl/loclust/simulations/data_potentially_simple/input_trajs/8/3/0.16noise.hyperbolic-linear-norm.200reps.7.tsv
529	3	hyperbolic-linear-norm	0.16	8	/sc/arion/projects/CVDlung/earl/loclust/simulations/data_potentially_simple/input_trajs/8/3/0.16noise.hyperbolic-linear-norm.200reps.8.tsv
530	3	hyperbolic-linear-norm	0.16	9	/sc/arion/projects/CVDlung/earl/loclust/simulations/data_potentially_simple/input_trajs/8/3/0.16noise.hyperbolic-linear-norm.200reps.9.tsv
531	3	hyperbolic-linear-norm	0.2	0	/sc/arion/projects/CVDlung/earl/loclust/simulations/data_potentially_simple/input_trajs/8/3/0.2noise.hyperbolic-linear-norm.200reps.0.tsv
532	3	hyperbolic-linear-norm	0.2	1	/sc/arion/projects/CVDlung/earl/loclust/simulations/data_potentially_simple/input_trajs/8/3/0.2noise.hyperbolic-linear-norm.200reps.1.tsv
533	3	hyperbolic-linear-norm	0.2	2	/sc/arion/projects/CVDlung/earl/loclust/simulations/data_potentially_simple/input_trajs/8/3/0.2noise.hyperbolic-linear-norm.200reps.2.tsv
534	3	hyperbolic-linear-norm	0.2	3	/sc/arion/projects/CVDlung/earl/loclust/simulations/data_potentially_simple/input_trajs/8/3/0.2noise.hyperbolic-linear-norm.200reps.3.tsv
535	3	hyperbolic-linear-norm	0.2	4	/sc/arion/projects/CVDlung/earl/loclust/simulations/data_potentially_simple/input_trajs/8/3/0.2noise.hyperbolic-linear-norm.200reps.4.tsv
536	3	hyperbolic-linear-norm	0.2	5	/sc/arion/projects/CVDlung/earl/loclust/simulations/data_potentially_simple/input_trajs/8/3/0.2noise.hyperbolic-linear-norm.200reps.5.tsv
537	3	hyperbolic-linear-norm	0.2	6	/sc/arion/projects/CVDlung/earl/loclust/simulations/data_potentially_simple/input_trajs/8/3/0.2noise.hyperbolic-linear-norm.200reps.6.tsv
538	3	hyperbolic-linear-norm	0.2	7	/sc/arion/projects/CVDlung/earl/loclust/simulations/data_potentially_simple/input_trajs/8/3/0.2noise.hyperbolic-linear-norm.200reps.7.tsv
539	3	hyperbolic-linear-norm	0.2	8	/sc/arion/projects/CVDlung/earl/loclust/simulations/data_potentially_simple/input_trajs/8/3/0.2noise.hyperbolic-linear-norm.200reps.8.tsv
540	3	hyperbolic-linear-norm	0.2	9	/sc/arion/projects/CVDlung/earl/loclust/simulations/data_potentially_simple/input_trajs/8/3/0.2noise.hyperbolic-linear-norm.200reps.9.tsv
541	3	hyperbolic-linear-sin	0.0	0	/sc/arion/projects/CVDlung/earl/loclust/simulations/data_potentially_simple/input_trajs/8/3/0.0noise.hyperbolic-linear-sin.200reps.0.tsv
542	3	hyperbolic-linear-sin	0.0	1	/sc/arion/projects/CVDlung/earl/loclust/simulations/data_potentially_simple/input_trajs/8/3/0.0noise.hyperbolic-linear-sin.200reps.1.tsv
543	3	hyperbolic-linear-sin	0.0	2	/sc/arion/projects/CVDlung/earl/loclust/simulations/data_potentially_simple/input_trajs/8/3/0.0noise.hyperbolic-linear-sin.200reps.2.tsv
544	3	hyperbolic-linear-sin	0.0	3	/sc/arion/projects/CVDlung/earl/loclust/simulations/data_potentially_simple/input_trajs/8/3/0.0noise.hyperbolic-linear-sin.200reps.3.tsv
545	3	hyperbolic-linear-sin	0.0	4	/sc/arion/projects/CVDlung/earl/loclust/simulations/data_potentially_simple/input_trajs/8/3/0.0noise.hyperbolic-linear-sin.200reps.4.tsv
546	3	hyperbolic-linear-sin	0.0	5	/sc/arion/projects/CVDlung/earl/loclust/simulations/data_potentially_simple/input_trajs/8/3/0.0noise.hyperbolic-linear-sin.200reps.5.tsv
547	3	hyperbolic-linear-sin	0.0	6	/sc/arion/projects/CVDlung/earl/loclust/simulations/data_potentially_simple/input_trajs/8/3/0.0noise.hyperbolic-linear-sin.200reps.6.tsv
548	3	hyperbolic-linear-sin	0.0	7	/sc/arion/projects/CVDlung/earl/loclust/simulations/data_potentially_simple/input_trajs/8/3/0.0noise.hyperbolic-linear-sin.200reps.7.tsv
549	3	hyperbolic-linear-sin	0.0	8	/sc/arion/projects/CVDlung/earl/loclust/simulations/data_potentially_simple/input_trajs/8/3/0.0noise.hyperbolic-linear-sin.200reps.8.tsv
550	3	hyperbolic-linear-sin	0.0	9	/sc/arion/projects/CVDlung/earl/loclust/simulations/data_potentially_simple/input_trajs/8/3/0.0noise.hyperbolic-linear-sin.200reps.9.tsv
551	3	hyperbolic-linear-sin	0.04	0	/sc/arion/projects/CVDlung/earl/loclust/simulations/data_potentially_simple/input_trajs/8/3/0.04noise.hyperbolic-linear-sin.200reps.0.tsv
552	3	hyperbolic-linear-sin	0.04	1	/sc/arion/projects/CVDlung/earl/loclust/simulations/data_potentially_simple/input_trajs/8/3/0.04noise.hyperbolic-linear-sin.200reps.1.tsv
553	3	hyperbolic-linear-sin	0.04	2	/sc/arion/projects/CVDlung/earl/loclust/simulations/data_potentially_simple/input_trajs/8/3/0.04noise.hyperbolic-linear-sin.200reps.2.tsv
554	3	hyperbolic-linear-sin	0.04	3	/sc/arion/projects/CVDlung/earl/loclust/simulations/data_potentially_simple/input_trajs/8/3/0.04noise.hyperbolic-linear-sin.200reps.3.tsv
555	3	hyperbolic-linear-sin	0.04	4	/sc/arion/projects/CVDlung/earl/loclust/simulations/data_potentially_simple/input_trajs/8/3/0.04noise.hyperbolic-linear-sin.200reps.4.tsv
556	3	hyperbolic-linear-sin	0.04	5	/sc/arion/projects/CVDlung/earl/loclust/simulations/data_potentially_simple/input_trajs/8/3/0.04noise.hyperbolic-linear-sin.200reps.5.tsv
557	3	hyperbolic-linear-sin	0.04	6	/sc/arion/projects/CVDlung/earl/loclust/simulations/data_potentially_simple/input_trajs/8/3/0.04noise.hyperbolic-linear-sin.200reps.6.tsv
558	3	hyperbolic-linear-sin	0.04	7	/sc/arion/projects/CVDlung/earl/loclust/simulations/data_potentially_simple/input_trajs/8/3/0.04noise.hyperbolic-linear-sin.200reps.7.tsv
559	3	hyperbolic-linear-sin	0.04	8	/sc/arion/projects/CVDlung/earl/loclust/simulations/data_potentially_simple/input_trajs/8/3/0.04noise.hyperbolic-linear-sin.200reps.8.tsv
560	3	hyperbolic-linear-sin	0.04	9	/sc/arion/projects/CVDlung/earl/loclust/simulations/data_potentially_simple/input_trajs/8/3/0.04noise.hyperbolic-linear-sin.200reps.9.tsv
561	3	hyperbolic-linear-sin	0.08	0	/sc/arion/projects/CVDlung/earl/loclust/simulations/data_potentially_simple/input_trajs/8/3/0.08noise.hyperbolic-linear-sin.200reps.0.tsv
